Episode,Character 1,Character 2,Interaction,Saga,Arc,Filler
26,sanji,zeff,Communication,East Blue Saga,Baratie,False
26,sanji,zeff,Confrontation,East Blue Saga,Baratie,False
26,sanji,zeff,Emotional,East Blue Saga,Baratie,False
26,sanji,pearl,Physical,East Blue Saga,Baratie,False
26,luffy,krieg pirates,Confrontation,East Blue Saga,Baratie,False
27,gin,pearl,Physical,East Blue Saga,Baratie,False
27,gin,sanji,Confrontation,East Blue Saga,Baratie,False
27,krieg,gin,Communication,East Blue Saga,Baratie,False
27,pearl,sanji,Confrontation,East Blue Saga,Baratie,False
27,krieg,luffy,Confrontation,East Blue Saga,Baratie,False
27,gin,sanji,Emotional,East Blue Saga,Baratie,False
27,krieg,gin,Emotional,East Blue Saga,Baratie,False
27,krieg,sanji,Indirect,East Blue Saga,Baratie,False
27,krieg,luffy,Indirect,East Blue Saga,Baratie,False
27,luffy,sanji,Cooperation,East Blue Saga,Baratie,False
27,luffy,gin,Cooperation,East Blue Saga,Baratie,False
28,gin,luffy,Cooperation,East Blue Saga,Baratie,False
28,gin,luffy,Emotional,East Blue Saga,Baratie,False
28,luffy,krieg,Confrontation,East Blue Saga,Baratie,False
28,luffy,krieg,Physical,East Blue Saga,Baratie,False
28,baratie staff,gin,Cooperation,East Blue Saga,Baratie,False
28,zeff,luffy,Perception,East Blue Saga,Baratie,False
29,luffy,krieg,Confrontation,East Blue Saga,Baratie,False
29,luffy,krieg,Physical,East Blue Saga,Baratie,False
29,krieg,luffy,Physical,East Blue Saga,Baratie,False
29,sanji,luffy,Cooperation,East Blue Saga,Baratie,False
29,sanji,luffy,Physical,East Blue Saga,Baratie,False
29,krieg,krieg pirates,Confrontation,East Blue Saga,Baratie,False
29,gin,krieg,Physical,East Blue Saga,Baratie,False
29,gin,krieg pirates,Communication,East Blue Saga,Baratie,False
29,sanji,krieg pirates,Cooperation,East Blue Saga,Baratie,False
29,nami,going merry,Emotional,East Blue Saga,Baratie,False
29,nami,bell-mère,Emotional,East Blue Saga,Baratie,False
30,sanji,luffy,Communication,East Blue Saga,Baratie,False
30,sanji,luffy,Confrontation,East Blue Saga,Baratie,False
30,sanji,luffy,Cooperation,East Blue Saga,Baratie,False
30,sanji,zeff,Perception,East Blue Saga,Baratie,False
30,sanji,zeff,Emotional,East Blue Saga,Baratie,False
30,sanji,patty,Communication,East Blue Saga,Baratie,False
30,sanji,carne,Communication,East Blue Saga,Baratie,False
30,sanji,zeff,Communication,East Blue Saga,Baratie,False
30,patty,carne,Cooperation,East Blue Saga,Baratie,False
30,patty,zeff,Cooperation,East Blue Saga,Baratie,False
30,carne,zeff,Cooperation,East Blue Saga,Baratie,False
30,zeff,luffy,Communication,East Blue Saga,Baratie,False
30,sanji,yosaku,Perception,East Blue Saga,Baratie,False
30,yosaku,nami,Indirect,East Blue Saga,Baratie,False
30,luffy,yosaku,Cooperation,East Blue Saga,Baratie,False
30,sanji,zeff,Emotional,East Blue Saga,Baratie,False
31,zoro,arlong pirates,Confrontation,East Blue Saga,Arlong Park,False
31,zoro,nami,Communication,East Blue Saga,Arlong Park,False
31,nami,arlong,Cooperation,East Blue Saga,Arlong Park,False
31,arlong,marine,Cooperation,East Blue Saga,Arlong Park,False
31,nami,child,Physical,East Blue Saga,Arlong Park,False
31,zoro,johnny,Physical,East Blue Saga,Arlong Park,False
31,zoro,usopp,Physical,East Blue Saga,Arlong Park,False
31,usopp,johnny,Cooperation,East Blue Saga,Arlong Park,False
31,usopp,fish-man,Confrontation,East Blue Saga,Arlong Park,False
31,usopp,nojiko,Cooperation,East Blue Saga,Arlong Park,False
31,fish-man,nojiko,Confrontation,East Blue Saga,Arlong Park,False
31,yosaku,luffy,Communication,East Blue Saga,Arlong Park,False
31,yosaku,sanji,Communication,East Blue Saga,Arlong Park,False
31,luffy,sanji,Communication,East Blue Saga,Arlong Park,False
31,arlong,zoro,Communication,East Blue Saga,Arlong Park,False
31,arlong,usopp,Indirect,East Blue Saga,Arlong Park,False
31,arlong pirates,momoo,Cooperation,East Blue Saga,Arlong Park,False
31,momoo,gosa village,Physical,East Blue Saga,Arlong Park,False
32,luffy,sanji,Cooperation,East Blue Saga,Arlong Park,False
32,luffy,yosaku,Cooperation,East Blue Saga,Arlong Park,False
32,sanji,yosaku,Cooperation,East Blue Saga,Arlong Park,False
32,luffy,momoo,Confrontation,East Blue Saga,Arlong Park,False
32,sanji,momoo,Confrontation,East Blue Saga,Arlong Park,False
32,luffy,momoo,Physical,East Blue Saga,Arlong Park,False
32,sanji,momoo,Physical,East Blue Saga,Arlong Park,False
32,luffy,momoo,Cooperation,East Blue Saga,Arlong Park,False
32,usopp,nojiko,Communication,East Blue Saga,Arlong Park,False
32,usopp,chabo,Communication,East Blue Saga,Arlong Park,False
32,chabo,arlong,Indirect,East Blue Saga,Arlong Park,False
32,usopp,nami,Emotional,East Blue Saga,Arlong Park,False
32,nojiko,nami,Communication,East Blue Saga,Arlong Park,False
32,zoro,arlong,Confrontation,East Blue Saga,Arlong Park,False
32,zoro,nami,Perception,East Blue Saga,Arlong Park,False
32,zoro,nami,Communication,East Blue Saga,Arlong Park,False
32,nami,zoro,Physical,East Blue Saga,Arlong Park,False
32,nami,arlong pirates,Communication,East Blue Saga,Arlong Park,False
32,zoro,arlong pirates,Physical,East Blue Saga,Arlong Park,False
32,usopp,nojiko,Cooperation,East Blue Saga,Arlong Park,False
32,arlong,genzo,Confrontation,East Blue Saga,Arlong Park,False
32,nojiko,arlong,Communication,East Blue Saga,Arlong Park,False
32,usopp,arlong,Confrontation,East Blue Saga,Arlong Park,False
32,usopp,arlong,Physical,East Blue Saga,Arlong Park,False
32,arlong,arlong pirates,Physical,East Blue Saga,Arlong Park,False
32,genzo,nami,Indirect,East Blue Saga,Arlong Park,False
33,zoro,nami,Cooperation,East Blue Saga,Arlong Park,False
33,nami,usopp,Confrontation,East Blue Saga,Arlong Park,False
33,nami,arlong pirates,Perception,East Blue Saga,Arlong Park,False
33,luffy,momoo,Cooperation,East Blue Saga,Arlong Park,False
33,luffy,sanji,Cooperation,East Blue Saga,Arlong Park,False
33,luffy,yosaku,Cooperation,East Blue Saga,Arlong Park,False
33,zoro,hatchan,Communication,East Blue Saga,Arlong Park,False
33,zoro,arlong,Indirect,East Blue Saga,Arlong Park,False
33,usopp,arlong pirates,Confrontation,East Blue Saga,Arlong Park,False
33,usopp,chew,Confrontation,East Blue Saga,Arlong Park,False
33,chew,arlong,Communication,East Blue Saga,Arlong Park,False
33,kuroobi,nami,Confrontation,East Blue Saga,Arlong Park,False
33,kuroobi,zoro,Indirect,East Blue Saga,Arlong Park,False
33,nami,arlong pirates,Communication,East Blue Saga,Arlong Park,False
33,nami,usopp,Physical,East Blue Saga,Arlong Park,False
33,johnny,nami,Perception,East Blue Saga,Arlong Park,False
33,johnny,usopp,Perception,East Blue Saga,Arlong Park,False
34,arlong,pudding pudding,Confrontation,East Blue Saga,Arlong Park,False
34,usopp,nami,Emotional,East Blue Saga,Arlong Park,False
34,nojiko,straw hat pirates,Communication,East Blue Saga,Arlong Park,False
34,nami,straw hat pirates,Confrontation,East Blue Saga,Arlong Park,False
34,luffy,nami,Confrontation,East Blue Saga,Arlong Park,False
34,johnny,yosaku,Communication,East Blue Saga,Arlong Park,False
34,johnny,zoro,Communication,East Blue Saga,Arlong Park,False
34,yosaku,zoro,Communication,East Blue Saga,Arlong Park,False
34,usopp,straw hat pirates,Communication,East Blue Saga,Arlong Park,False
34,chew,marine,Confrontation,East Blue Saga,Arlong Park,False
34,kuroobi,marine,Physical,East Blue Saga,Arlong Park,False
34,hatchan,marine,Physical,East Blue Saga,Arlong Park,False
34,arlong,nami,Confrontation,East Blue Saga,Arlong Park,False
34,arlong,nezumi,Communication,East Blue Saga,Arlong Park,False
34,nojiko,nami,Communication,East Blue Saga,Arlong Park,False
34,nami,straw hat pirates,Emotional,East Blue Saga,Arlong Park,False
34,nami,nojiko,Emotional,East Blue Saga,Arlong Park,False
34,nami,luffy,Emotional,East Blue Saga,Arlong Park,False
34,nami,usopp,Emotional,East Blue Saga,Arlong Park,False
34,nami,straw hat pirates,Cooperation,East Blue Saga,Arlong Park,False
35,nojiko,nami,Communication,East Blue Saga,Arlong Park,False
35,nojiko,bell-mère,Emotional,East Blue Saga,Arlong Park,False
35,bell-mère,nojiko,Emotional,East Blue Saga,Arlong Park,False
35,bell-mère,nami,Emotional,East Blue Saga,Arlong Park,False
35,chew,kuroobi,Cooperation,East Blue Saga,Arlong Park,False
35,chew,hatchan,Cooperation,East Blue Saga,Arlong Park,False
35,kuroobi,hatchan,Cooperation,East Blue Saga,Arlong Park,False
35,chew,luffy,Confrontation,East Blue Saga,Arlong Park,False
35,kuroobi,luffy,Confrontation,East Blue Saga,Arlong Park,False
35,hatchan,luffy,Confrontation,East Blue Saga,Arlong Park,False
35,nami,genzo,Communication,East Blue Saga,Arlong Park,False
35,genzo,nami,Emotional,East Blue Saga,Arlong Park,False
35,bell-mère,nojiko,Cooperation,East Blue Saga,Arlong Park,False
35,bell-mère,nami,Cooperation,East Blue Saga,Arlong Park,False
35,nojiko,nami,Cooperation,East Blue Saga,Arlong Park,False
35,arlong,bell-mère,Confrontation,East Blue Saga,Arlong Park,False
35,arlong,nojiko,Confrontation,East Blue Saga,Arlong Park,False
35,arlong,nami,Confrontation,East Blue Saga,Arlong Park,False
35,nojiko,nami,Emotional,East Blue Saga,Arlong Park,False
36,arlong,bell-mère,Confrontation,East Blue Saga,Arlong Park,False
36,arlong,nami,Communication,East Blue Saga,Arlong Park,False
36,arlong,nami,Cooperation,East Blue Saga,Arlong Park,False
36,arlong,bell-mère,Physical,East Blue Saga,Arlong Park,False
36,bell-mère,nojiko,Emotional,East Blue Saga,Arlong Park,False
36,bell-mère,nami,Emotional,East Blue Saga,Arlong Park,False
36,nami,nezumi,Confrontation,East Blue Saga,Arlong Park,False
36,nezumi,nami,Physical,East Blue Saga,Arlong Park,False
37,nezumi,nami,Confrontation,East Blue Saga,Arlong Park,False
37,nami,luffy,Communication,East Blue Saga,Arlong Park,False
37,straw hat pirates,arlong,Confrontation,East Blue Saga,Arlong Park,False
37,nezumi,nami,Physical,East Blue Saga,Arlong Park,False
37,nami,arlong,Confrontation,East Blue Saga,Arlong Park,False
37,nezumi,nojiko,Physical,East Blue Saga,Arlong Park,False
37,nojiko,village doctor,Cooperation,East Blue Saga,Arlong Park,False
37,nami,arlong,Communication,East Blue Saga,Arlong Park,False
37,nami,citizens of cocoyasi village,Communication,East Blue Saga,Arlong Park,False
37,genzo,citizens of cocoyasi village,Cooperation,East Blue Saga,Arlong Park,False
37,nami,luffy,Emotional,East Blue Saga,Arlong Park,False
37,luffy,straw hat pirates,Cooperation,East Blue Saga,Arlong Park,False
37,johnny,yosaku,Cooperation,East Blue Saga,Arlong Park,False
37,johnny,citizens of cocoyasi village,Communication,East Blue Saga,Arlong Park,False
37,yosaku,citizens of cocoyasi village,Communication,East Blue Saga,Arlong Park,False
38,luffy,arlong,Confrontation,East Blue Saga,Arlong Park,False
38,luffy,arlong,Physical,East Blue Saga,Arlong Park,False
38,zoro,sanji,Cooperation,East Blue Saga,Arlong Park,False
38,zoro,hatchan,Confrontation,East Blue Saga,Arlong Park,False
38,sanji,kuroobi,Confrontation,East Blue Saga,Arlong Park,False
38,usopp,chew,Confrontation,East Blue Saga,Arlong Park,False
38,usopp,chew,Physical,East Blue Saga,Arlong Park,False
38,hatchan,luffy,Confrontation,East Blue Saga,Arlong Park,False
38,hatchan,luffy,Physical,East Blue Saga,Arlong Park,False
38,luffy,momoo,Physical,East Blue Saga,Arlong Park,False
38,nami,arlong pirates,Indirect,East Blue Saga,Arlong Park,False
38,chew,citizens of cocoyasi village,Confrontation,East Blue Saga,Arlong Park,False
38,chew,usopp,Physical,East Blue Saga,Arlong Park,False
38,arlong,luffy,Other,East Blue Saga,Arlong Park,False
38,arlong,luffy,Physical,East Blue Saga,Arlong Park,False
39,zoro,hatchan,Confrontation,East Blue Saga,Arlong Park,False
39,nojiko,genzo,Cooperation,East Blue Saga,Arlong Park,False
39,nojiko,luffy,Cooperation,East Blue Saga,Arlong Park,False
39,genzo,luffy,Cooperation,East Blue Saga,Arlong Park,False
39,sanji,kuroobi,Confrontation,East Blue Saga,Arlong Park,False
39,johnny,zoro,Cooperation,East Blue Saga,Arlong Park,False
39,yosaku,zoro,Cooperation,East Blue Saga,Arlong Park,False
39,chew,usopp,Confrontation,East Blue Saga,Arlong Park,False
39,nami,arlong,Indirect,East Blue Saga,Arlong Park,False
40,sanji,kuroobi,Confrontation,East Blue Saga,Arlong Park,False
40,sanji,kuroobi,Physical,East Blue Saga,Arlong Park,False
40,sanji,kuroobi,Communication,East Blue Saga,Arlong Park,False
40,usopp,chew,Confrontation,East Blue Saga,Arlong Park,False
40,usopp,chew,Physical,East Blue Saga,Arlong Park,False
40,usopp,chew,Other,East Blue Saga,Arlong Park,False
40,nojiko,genzo,Cooperation,East Blue Saga,Arlong Park,False
40,arlong,zoro,Confrontation,East Blue Saga,Arlong Park,False
40,arlong,sanji,Confrontation,East Blue Saga,Arlong Park,False
40,arlong,nami,Confrontation,East Blue Saga,Arlong Park,False
40,nami,arlong,Emotional,East Blue Saga,Arlong Park,False
41,nami,arlong,Confrontation,East Blue Saga,Arlong Park,False
41,nami,citizens of cocoyasi village,Emotional,East Blue Saga,Arlong Park,False
41,sanji,nojiko,Cooperation,East Blue Saga,Arlong Park,False
41,sanji,luffy,Cooperation,East Blue Saga,Arlong Park,False
41,nojiko,luffy,Cooperation,East Blue Saga,Arlong Park,False
41,zoro,arlong,Confrontation,East Blue Saga,Arlong Park,False
41,usopp,chew,Confrontation,East Blue Saga,Arlong Park,False
41,arlong,zoro,Physical,East Blue Saga,Arlong Park,False
41,arlong,mihawk,Indirect,East Blue Saga,Arlong Park,False
41,sanji,hatchan,Confrontation,East Blue Saga,Arlong Park,False
41,hatchan,zoro,Indirect,East Blue Saga,Arlong Park,False
41,sanji,luffy,Cooperation,East Blue Saga,Arlong Park,False
41,luffy,arlong,Confrontation,East Blue Saga,Arlong Park,False
41,luffy,arlong,Confrontation,East Blue Saga,Arlong Park,False
43,luffy,arlong,Confrontation,East Blue Saga,Arlong Park,False
43,luffy,nezumi,Confrontation,East Blue Saga,Arlong Park,False
43,luffy,nami,Emotional,East Blue Saga,Arlong Park,False
43,nezumi,luffy,Indirect,East Blue Saga,Arlong Park,False
43,luffy,arlong,Physical,East Blue Saga,Arlong Park,False
43,nami,luffy,Emotional,East Blue Saga,Arlong Park,False
43,arlong,luffy,Physical,East Blue Saga,Arlong Park,False
43,nezumi,arlong,Indirect,East Blue Saga,Arlong Park,False
43,nezumi,marine,Communication,East Blue Saga,Arlong Park,False
43,genzo,nami,Emotional,East Blue Saga,Arlong Park,False
43,nezumi,marine,Communication,East Blue Saga,Arlong Park,False
44,arlong,citizens of cocoyasi village,Perception,East Blue Saga,Arlong Park,False
44,straw hat pirates,nami,Cooperation,East Blue Saga,Arlong Park,False
44,luffy,zoro,Other,East Blue Saga,Arlong Park,False
44,zoro,nako,Cooperation,East Blue Saga,Arlong Park,False
44,nami,bell-mère,Emotional,East Blue Saga,Arlong Park,False
44,nami,nojiko,Communication,East Blue Saga,Arlong Park,False
44,nami,genzo,Communication,East Blue Saga,Arlong Park,False
44,nami,luffy,Communication,East Blue Saga,Arlong Park,False
44,nami,nako,Communication,East Blue Saga,Arlong Park,False
44,nami,citizens of cocoyasi village,Indirect,East Blue Saga,Arlong Park,False
44,nami,citizens of cocoyasi village,Other,East Blue Saga,Arlong Park,False
44,genzo,bell-mère,Emotional,East Blue Saga,Arlong Park,False
45,luffy,news coos,Indirect,East Blue Saga,Loguetown,False
45,luffy,marine,Perception,East Blue Saga,Loguetown,False
45,luffy,fullbody,Perception,East Blue Saga,Loguetown,False
45,fullbody,luffy,Confrontation,East Blue Saga,Loguetown,False
45,fullbody,sanji,Perception,East Blue Saga,Loguetown,False
45,fullbody,sanji,Confrontation,East Blue Saga,Loguetown,False
45,fullbody,sanji,Other,East Blue Saga,Loguetown,False
45,mihawk,red hair pirates,Communication,East Blue Saga,Loguetown,False
45,red hair pirates,luffy,Emotional,East Blue Saga,Loguetown,False
45,buggy,alvida,Cooperation,East Blue Saga,Loguetown,False
45,buggy,luffy,Perception,East Blue Saga,Loguetown,False
45,alvida,luffy,Perception,East Blue Saga,Loguetown,False
46,luffy,buggy,Confrontation,East Blue Saga,Buggy's Crew Adventure Chronicles,False
46,buggy,gaimon,Confrontation,East Blue Saga,Buggy's Crew Adventure Chronicles,False
46,buggy,gaimon,Communication,East Blue Saga,Buggy's Crew Adventure Chronicles,False
46,buggy,gaimon,Cooperation,East Blue Saga,Buggy's Crew Adventure Chronicles,False
46,buggy,gaimon,Emotional,East Blue Saga,Buggy's Crew Adventure Chronicles,False
46,buggy,alvida,Physical,East Blue Saga,Buggy's Crew Adventure Chronicles,False
46,buggy,alvida,Communication,East Blue Saga,Buggy's Crew Adventure Chronicles,False
46,buggy,alvida,Cooperation,East Blue Saga,Buggy's Crew Adventure Chronicles,False
46,alvida,luffy,Perception,East Blue Saga,Buggy's Crew Adventure Chronicles,False
46,nami,buggy,Perception,East Blue Saga,Buggy's Crew Adventure Chronicles,False
47,buggy,buggy pirates,Cooperation,East Blue Saga,Buggy's Crew Adventure Chronicles,False
47,buggy,kumate tribe,Confrontation,East Blue Saga,Buggy's Crew Adventure Chronicles,False
47,buggy,alvida,Cooperation,East Blue Saga,Buggy's Crew Adventure Chronicles,False
47,buggy,mohji,Cooperation,East Blue Saga,Buggy's Crew Adventure Chronicles,False
47,buggy,cabaji,Cooperation,East Blue Saga,Buggy's Crew Adventure Chronicles,False
47,alvida,buggy pirates,Cooperation,East Blue Saga,Buggy's Crew Adventure Chronicles,False
47,alvida,kumate tribe,Confrontation,East Blue Saga,Buggy's Crew Adventure Chronicles,False
47,mohji,cabaji,Confrontation,East Blue Saga,Buggy's Crew Adventure Chronicles,False
47,mohji,richie,Physical,East Blue Saga,Buggy's Crew Adventure Chronicles,False
47,cabaji,richie,Physical,East Blue Saga,Buggy's Crew Adventure Chronicles,False
47,richie,buggy pirates,Other,East Blue Saga,Buggy's Crew Adventure Chronicles,False
47,kumate tribe,buggy pirates,Confrontation,East Blue Saga,Buggy's Crew Adventure Chronicles,False
47,kumate tribe,buggy,Confrontation,East Blue Saga,Buggy's Crew Adventure Chronicles,False
47,kumate tribe,alvida,Confrontation,East Blue Saga,Buggy's Crew Adventure Chronicles,False
47,kumate tribe,mohji,Confrontation,East Blue Saga,Buggy's Crew Adventure Chronicles,False
47,kumate tribe,cabaji,Confrontation,East Blue Saga,Buggy's Crew Adventure Chronicles,False
